Value
1000.0
923.1
1380.2
1332.4
2352.3
2252.7
1337.9
1457.3
1910.6
1812.5
1500.0
2500.0
4750.0
2466.7
2729.7
2758.6
2500.0
2571.4
2647.1
2920.0
3063.4
2800.0
2788.0
3661.3
2906.8
2487.6
2418.5
2584.8
3130.0
3260.4
3186.2
3341.6
3745.5
3881.1
3813.5
3946.0
4619.7
4544.2
5011.1
4673.2
5000.0
5569.3
6679.0
5986.9
6729.0
6953.3
750.0
750.0
940.4
1225.2
1735.4
1209.0
1208.9
1171.3
1596.2
1320.0
1467.3
1429.9
1655.5
1818.9
1738.1
1689.7
1621.2
1568.3
1923.1
1950.0
2310.7
2160.0
1985.3
6666.7
7781.8
8292.0
8140.4
2333.3
2853.8
4000.0
4178.6
1250.0
666.7
377.3
700.0
606.6
450.7
799.8
792.7
1179.1
1548.0
1276.8
1432.7
1714.3
1500.0
2000.0
2000.0
1333.3
1750.0
2000.0
2000.0
2000.0
1666.7
1666.7
1851.9
1333.3
1000.0
3019.7
2069.8
2438.8
2997.6
2474.5
2870.3
2174.1
2851.6
2803.7
2495.4
3045.5
2822.0
3161.7
3113.0
3158.2
3078.7
3549.6
4016.8
4022.9
3990.5
4230.1
4109.6
4129.2
761.0
1163.5
897.5
625.2
648.2
709.8
1403.7
720.8
745.3
1087.5
757.3
1114.3
1036.7
1323.5
1508.5
1521.5
1221.8
908.2
1761.6
1476.2
1476.0
1544.6
1669.4
440.2
543.2
624.6
598.4
334.7
415.3
736.4
524.4
614.0
471.5
341.9
638.3
774.5
709.2
587.9
597.9
691.2
550.6
800.9
919.6
867.2
905.5
1193.0
219.0
487.2
579.9
431.5
232.5
300.7
612.4
301.4
522.6
374.5
281.2
497.8
472.8
711.1
388.1
540.2
642.6
789.6
1040.6
1084.3
740.8
919.0
1139.8
1650.0
1923.1
2282.8
1250.0
451.2
1611.5
1715.4
2141.7
1722.2
2237.5
3618.6
2717.5
3348.0
3172.9
3386.4
6566.8
8562.5
4471.4
3091.4
2582.7
2337.4
2558.3
3364.9
503.2
969.3
752.3
537.6
465.7
720.1
1148.8
667.0
767.4
851.2
557.3
878.5
751.0
1203.4
1265.8
1186.1
1123.5
630.1
1249.8
1242.8
1292.1
1286.9
1349.9
7893.6
9074.7
2800.0
2678.6
2473.9
2312.1
2138.7
1961.5
1788.1
1500.0
1503.2
1398.3
1310.1
1237.1
1305.0
1289.1
1305.3
1280.4
1340.7
1397.9
1461.5
1532.0
1608.9
1666.7
1777.8
1657.1
2423.1
4000.0
5000.0
1266.7
1475.0
4000.0
2450.0
2700.0
6950.0
2775.0
3390.0
4331.6
3348.6
5672.8
6178.6
9046.5
3028.6
6000.0
631.5
1080.9
993.9
809.7
799.9
892.4
1309.0
801.6
884.7
1071.1
919.4
1110.4
1073.9
1358.2
1505.7
1506.8
1274.2
1103.8
1597.5
1483.8
1740.5
1763.9
1910.0
273.6
401.3
377.8
262.7
246.3
351.7
699.3
595.9
739.6
636.1
574.5
575.4
670.6
540.4
673.6
468.7
509.1
794.6
661.4
720.0
737.6
777.0
946.7
4000.0
4000.0
4000.0
7000.0
9000.0
7694.2
7000.0
6857.1
6287.2
5459.7
2988.5
4255.2
4275.4
2015.0
2364.6
5214.8
6213.8
8508.5
8650.9
8742.5
8136.6
6938.1
6330.3
951.2
1000.0
914.2
800.0
875.0
1461.5
1750.0
2000.0
2000.0
1423.5
1345.4
1370.1
1319.8
1158.4
697.7
494.7
514.3
508.4
602.8
740.3
891.4
770.3
1274.4
333.3
357.1
340.0
333.3
333.3
409.1
403.1
92.9
248.0
281.4
332.0
99.8
241.5
233.3
250.0
285.7
360.0
379.3
428.6
688.3
857.5
444.9
444.6
529.4
164.1
440.5
799.5
800.0
800.0
886.2
1000.0
1186.5
1375.8
1552.9
1714.3
1739.1
1702.5
1666.7
1548.5
1241.2
1086.0
1000.0
1000.0
1000.0
1000.0
1052.6
1095.9
1131.7
999.1
2193.4
2193.4
2455.7
2455.7
2550.1
2550.1
2310.5
2310.5
2309.3
2309.3
1770.9
1770.9
2147.0
2147.0
2866.2
2866.2
2537.7
2537.7
2272.7
2272.7
2915.3
2915.3
2150.4
2150.4
2192.7
2192.7
3249.5
3249.5
2989.1
2989.1
3757.4
3757.4
3541.7
3541.7
2950.0
2950.0
2697.4
2697.4
3971.0
3971.0
3643.9
3643.9
3044.0
3044.0
3910.2
3910.2
750.0
750.0
1000.0
1000.0
1000.0
1000.0
950.0
950.0
947.4
947.4
944.4
944.4
941.2
941.2
937.5
937.5
933.3
933.3
928.6
928.6
923.1
923.1
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1114.3
1114.3
1901.6
1901.6
1900.8
1900.8
1898.7
1898.7
929.4
929.4
955.6
955.6
960.0
960.0
1045.8
1045.8
1860.5
1860.5
1333.3
1333.3
2000.0
2000.0
2000.0
2000.0
2000.0
2000.0
2125.0
2125.0
1816.7
1816.7
600.0
600.0
1500.0
1500.0
1666.7
1666.7
1666.7
1666.7
1343.8
1343.8
1352.9
1352.9
1352.9
1352.9
1409.1
1409.1
1388.9
1388.9
1395.3
1395.3
1393.9
1393.9
1393.4
1393.4
3460.8
3460.8
4044.4
4044.4
4523.7
4523.7
4355.2
4355.2
4237.1
4237.1
4522.3
4522.3
4039.7
4039.7
4555.7
4555.7
6078.0
6078.0
5370.2
5370.2
5432.9
5432.9
5455.3
5455.3
6079.1
6079.1
6393.1
6393.1
7358.7
7358.7
5903.0
5903.0
7665.5
7665.5
6452.5
6452.5
5576.0
5576.0
7804.0
7804.0
6350.3
6350.3
5734.6
5734.6
6603.7
6603.7
1540.3
1540.3
1540.3
1540.3
1337.7
1337.7
1614.3
1614.3
